﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0RXY2Ha3UT5V3XkeEjY8Fh","The Impossible","Joe Nichols","Greatest Hits","1","6","246160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0MAVAExDwwfRpXTXTiN1WJ","Ten Rounds With Jose Cuervo","Tracy Byrd","Brewed In Texas, Vol. 3","1","4","182480","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4avs56frsTcnjwy2KlCQ5D","What If She's An Angel","Tommy Shane Steiner","Then Came The Night","1","3","215533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:19eoTPBPLmyJh0ROvsVJna","The One","Gary Allan","Greatest Hits","1","9","258573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0qup7d7G2WffwARHKrqT2x","Somebody Like You","Keith Urban","Greatest Hits - 18 Kids","1","17","323466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7gpuC3rLKkI7PoJcEnSIO6","I'm Movin' On","Rascal Flatts","Rascal Flatts","1","11","242866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7qa00FYfovbx93gMHCMqSW","Bring On The Rain","Jo Dee Messina","Greatest Hits","1","6","238960","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:550bzTUwGQIhotK33gVvEg","The Long Goodbye","Brooks & Dunn","#1s ... and then some","1","10","229986","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5hPZdsAI8Jo0mhq5J829Tb","Not A Day Goes By","Lonestar","I'm Already There","1","3","248040","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6vikZR6OvVmDSSgfiQVQgm","Young","Kenny Chesney","Greatest Hits II","1","3","235706","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6ikl0jEGOPZUBcwGa7WHCY","I Keep Looking","Sara Evans","Born To Fly","1","4","276693","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6fUUjnssGP8go9hmRgFaHD","The Cowboy In Me","Tim McGraw","Set This Circus Down","1","1","244506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:28CnmZkM5CFp0ObTRQJeCw","I Should Be Sleeping","Emerson Drive","Emerson Drive","1","6","177000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1Jsy4H3jKEwriFniuoC2gj","I Breathe In, I Breathe Out","Chris Cagle","Play It Loud","1","12","244366","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1CiWoAJWwNQuznDTy5EAlm","Where Were You (When the World Stopped Turning)","Alan Jackson","The Essential Alan Jackson","2","12","305093","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4ipZsAA3YuqCDSXiPoEGIv","I'm Gonna Miss Her","Brad Paisley","Part II","1","2","194306","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1lhPhB8fdto7hvqCWljRm1","That's When I Love You","Phil Vassar","Phil Vassar","1","3","208880","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0HZmnFXLi6uKpk9JQp1kZh","Where Would You Be","Martina McBride","Hits And More","1","11","273520","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0M7mWKqwTIaVjYyxfZmtTa","Courtesy Of The Red, White And Blue (The Angry American)","Toby Keith","Unleashed","1","1","195533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:20dc1jFEG3azMMyvpHj8La","Wrapped Around","Brad Paisley","Part II","1","4","202933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1EXMjx4nCIvYTaY5CZMUSl","Run","George Strait","The Road Less Traveled","1","2","245440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1CSdY0W7Ezx2loItcUFskp","Work In Progress","Alan Jackson","Drive","1","4","247600","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1HUxA8Pvh8yTXOkyrGJ9cn","American Child","Phil Vassar","American Child","1","1","192093","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3RwlpiM8WPPQsNrdQsQb7Y","Tonight I Wanna Be Your Man","Andy Griggs","Freedom","1","9","178360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6EwbFB8T0uIaaRCNwAIrnS","When You Lie Next To Me","Kellie Coffey","When You Lie Next To Me","1","4","239826","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0JiX8NsRdCHm8GliFuf97V","Long Time Gone","Dixie Chicks","Home","1","1","249412","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Tim+McGraw:Greatest+Hits%2C+Vol.+3:Unbroken:240","Unbroken","Tim McGraw","Greatest Hits, Vol. 3","0","0","240000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5M8oqeozsjPMSXbkjo0SyD","My Town","Montgomery Gentry","Something To Be Proud Of: Best Of 1999-2005","1","7","285586","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4FMndiQeHAD0TaRFHp5H6Z","Where the Stars & Stripes & the Eagle Fly","Aaron Tippin","Never Forget","1","10","228653","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5nm8hcsVzkpybnK75h7FDY","I Don't Want You To Go - Country Version","Carolyn Dawn Johnson","Room With A View","1","6","279533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:59eq80wpFVDUhJfz2FvWfY","I Wanna Talk About Me","Toby Keith","Greatest Hits 2","1","5","183360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5xXRCKPZ1tHZTABEv0EN29","These Days - Remastered Version","Rascal Flatts","Greatest Hits Volume 1","1","3","254520","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:069BiJN23l4p6DoMXS43S8","Some Days You Gotta Dance","Dixie Chicks","The Essential Dixie Chicks","2","4","147400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Garth+Brooks:Scarecrow:Wrapped+Up+In+You:283","Wrapped Up In You","Garth Brooks","Scarecrow","0","0","283000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2YWVrRgUlnOGW2MKEU4PLv","My Heart Is Lost To You","Brooks & Dunn","The Greatest Hits Collection II","1","5","178706","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:58rdbCe3SBJuJeWEJa8Htm","Modern Day Bonnie and Clyde","Travis Tritt","Down The Road I Go","1","7","284173","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2Ld2x7huZedcVSANqnpOwi","She Was","Mark Chesnutt","Totally Country Vol. 2","1","12","201360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6ry1WIweLN1nlQTNIYZ0JB","Forgive","Rebecca Lynn Howard","Forgive","1","5","238560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5hviCr3lgg6LY6noG6DPKs","Landslide","Dixie Chicks","Home","1","2","230549","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5wane5dFpp8xgriui6y0c7","Ol' Red","Blake Shelton","Blake Shelton","1","5","221266","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:398O5W1eGsP4eyG9laAEzX","I'm Tryin'","Trace Adkins","Greatest Hits Collection, Volume 1","1","5","285493","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0VdpGEpUlEYu9MpX5fsSgt","In Another World","Joe Diffie","In Another World","1","1","226533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6V74QVbPlMcCPwgCsgEOHo","Just What I Do","Trick Pony","Trick Pony","1","6","202106","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3I5ZhAjcSTB9jPSRiOl4V8","Before I Knew Better","Brad Martin","Wings Of A Honky Tonk Angel","1","1","215533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5SgkdtdzhaGmw1PRfEclLR","Who's Your Daddy?","Toby Keith","Greatest Hits 2","1","8","239400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0sKXWw2C1m3RMl4AX6JLlF","She'll Leave You With A Smile - 2001 Version","George Strait","The Road Less Traveled","1","1","178760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:085K6iGeBsxVVb1UoStwiR","Help Me Understand","Trace Adkins","Greatest Hits Collection, Volume 1","1","12","231400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6SB1mqSlZVu7cJrZqX6ASW","Riding With Private Malone","David Ball","Amigo","1","4","275053","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2tguUwW1dF8d0Nh9hsLhxp","Just Let Me Be In Love","Tracy Byrd","The Definitive Collection","1","15","225426","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3SbxuYV3cyQrRQ5RYmJDUq","I Cry","Tammy Cochran","Tammy Cochran","1","1","213626","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0hHLFYQOVwKhpnO7oSXcFz","That's Just Jessie","Kevin Denney","Kevin Denney","1","3","232266","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3infEr3WNjesDtV7JqDPwY","My Front Porch Looking In","Lonestar","16 Biggest Hits","1","14","223933","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:79VuvDH9UuCzXoMiFwjsos","Beer For My Horses","Toby Keith, Willie Nelson","Toby Keith 35 Biggest Hits","2","6","211346","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2TBR4T0kFjlE8YtwZzBVvw","19 Somethin’","Mark Wills","2nd Time Around","1","10","229120","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5oHHMDcVOmPSFrCgdbHPdb","It's Five O' Clock Somewhere","Alan Jackson, Jimmy Buffett","34 Number Ones","1","33","230133","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3IRW55e5QQlKVx9IW6iqua","Red Dirt Road","Brooks & Dunn","Red Dirt Road","1","5","260360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0r8iDf65NHgFgZOGLwj5r8","What Was I Thinkin'","Dierks Bentley","Dierks Bentley","1","1","260826","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1XBlzIEr1bokhNOAFgBL6S","I Believe","Diamond Rio","16 Biggest Hits","1","15","236746","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:007n10xGvSbc7dKgAORVIq","Brokenheartsville","Joe Nichols","Greatest Hits","1","4","231346","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0VnaN6GDSyzGNDP49MViC1","Real Good Man","Tim McGraw","Number One Hits","1","12","254600","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5xr4NKzmwqr0cvRMZr7cFz","Celebrity","Brad Paisley","Hits Alive","1","7","223400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2Ov77VT5YuKXNtOevwmojH","No Shoes, No Shirt, No Problems","Kenny Chesney","Greatest Hits II","1","12","209346","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5JWuz7zukN8z9JLNm29U5K","Have You Forgotten?","Darryl Worley","Have You Forgotten?","1","1","242293","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0capI6Wr0SYGiZ4fxvz5Gq","Raining On Sunday","Keith Urban","Greatest Hits - 18 Kids","1","14","234213","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3IvywxLUIb30oVLH8DWfh6","Forever And For Always - Pop Red Edit","Shania Twain","Greatest Hits","1","1","243493","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:38fsEI7slIZAAFc4E1JEo0","Man To Man - Album Version/Remix","Gary Allan","Greatest Hits","1","8","220960","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6BJOQ94yeGXYwuR6X9QO1N","Big Star","Kenny Chesney","No Shoes, No Shirt, No Problems","1","5","239560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3wusEdBtjswkk9jflEDtUj","Three Wooden Crosses","Randy Travis","I Told You So - The Ultimate Hits Of Randy Travis","1","6","200333","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3BcCqaxGznRqmB1BIerea2","I Just Wanna Be Mad","Terri Clark","Pain To Kill","1","1","206400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:29zqx6gQlHsH3JfTPekBBR","The Baby","Blake Shelton","Loaded: The Best Of Blake Shelton","1","3","234614","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3fFSBcjVJn6POSCOdm20H0","Who Wouldn't Wanna Be Me","Keith Urban","Golden Road","1","2","255746","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:57GZCMG6d8a2f7jKeGZSTg","Stay Gone","Jimmy Wayne","Jimmy Wayne","1","3","226600","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:48ykOM780IeqcmTcwK9IM4","That'd Be Alright","Alan Jackson","16 Biggest Hits","1","10","221760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5AJLdRoFFgnDiahkHGxzZ8","She's My Kind Of Rain","Tim McGraw","Greatest Hits, Vol. 2","1","7","257079","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5sPjFaqbhprKmMGD8haEkh","Speed","Montgomery Gentry","Something To Be Proud Of: Best Of 1999-2005","1","6","239893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4xWIqUIlfrusaaygS9RQsR","Help Pour Out the Rain (Lacey's Song)","Buddy Jewell","Buddy Jewell","1","2","229093","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2I4wcoJP7bT7PceIag67rn","What A Beautiful Day","Chris Cagle","Chris Cagle","1","1","224786","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2WsWOqZk5YKJD1WTGKihRp","Love You Out Loud","Rascal Flatts","Melt","1","5","185493","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:01CnYyPXMFRzOFVQBU8WMb","This One's for the Girls","Martina McBride","Martina","1","4","243160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6TZEPo10yErUtF5AtdfLY2","Tough Little Boys","Gary Allan","See If I Care","1","3","237333","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0sKXWw2C1m3RMl4AX6JLlF","She'll Leave You With A Smile - 2001 Version","George Strait","The Road Less Traveled","1","1","178760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5uwqDGI4VS9vi92HI3bYMI","I Melt - Remastered Version","Rascal Flatts","Greatest Hits Volume 1","1","4","234480","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2LLcI3oU4CedCQDV5tJ1SK","Concrete Angel","Martina McBride","Greatest Hits","1","18","253000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0qup7d7G2WffwARHKrqT2x","Somebody Like You","Keith Urban","Greatest Hits - 18 Kids","1","17","323466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2bVFvGBU2ihWJgMRPcav5r","Fall Into Me","Emerson Drive","Emerson Drive","1","1","168866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:09sPp29XZUJ0FttO94aEQA","Then They Do","Trace Adkins","Greatest Hits Collection, Volume 1","1","1","271240","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0RZcHTeLsymGyBd3hDarCm","You Can't Hide Beautiful","Aaron Lines","Living Out Loud","1","7","230800","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7rS87NoPWbAkVURdVFbGH9","Wave on Wave","Pat Green","Wave On Wave","1","4","244373","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1ts771rk2OxkTTQE6Zk6cb","Karaoke - 99.9% Sure (I've Never Been Here Before)","Karaoke - Brian McComas","Karaoke - Contemporary Male Country - Vol.8","1","5","194908","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5SgkdtdzhaGmw1PRfEclLR","Who's Your Daddy?","Toby Keith","Greatest Hits 2","1","8","239400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1PP7nSgqL64QYoT62qqijK","Almost Home","Craig Morgan","Greatest Hits","1","1","289000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5xXRCKPZ1tHZTABEv0EN29","These Days - Remastered Version","Rascal Flatts","Greatest Hits Volume 1","1","3","254520","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1KlCaFgBM9VouwAcqBagQV","I Love This Bar","Toby Keith","Shock 'N Y'all","1","1","335333","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2LUYGE3JUk4LIIobqI0jpr","Walk A Little Straighter","Billy Currington","Billy Currington","1","5","223701","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:12KkJDLatz644y0hYJtZJX","The Truth About Men","Tracy Byrd","The Truth About Men","1","5","178866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1Jhm8RRMQSTYX9ZaOMeUk8","I Wish You'd Stay","Brad Paisley","Part II","1","8","377866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4NVS8Q502FVfuMQXNK2I7t","Travelin' Soldier","Dixie Chicks","The Essential Dixie Chicks","1","10","342426","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:24G9unJcgg98i678VyoXXI","Tell Me Something Bad About Tulsa","George Strait","Honkytonkville","1","5","196973","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0nprj2O0teCglthuhzTG5o","Chicks Dig It","Chris Cagle","Chris Cagle","1","2","210560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7uR53hYTjcVDUoLeDH6j6G","I Can't Be Your Friend - Original Version","Rushlow","Right Now","1","4","200800","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3CC7AzcFQqtvSYGDiEuFCN","Backseat of a Greyhound Bus","Sara Evans","Restless","1","2","333466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1GSrDbYzBdOLsosX6bgFpc","Cowboys Like Us","George Strait","22 More Hits","1","10","217546","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1H0mNtnMJb41HdKsIvVyBh","There's No Limit","Deana Carter","I'm Just A Girl","1","2","209266","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4O9Btc3s37h1DPXXo6aA1Z","What The World Needs","The Mick Lloyd Connection","The Wynonna Judd Tribute EP","1","2","218986","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:26ycbqowYZ01xEqdtfr0EW","Chrome","Trace Adkins","Definitive Greatest Hits","1","4","201693","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4nllHILOTFjoMo5RD8IciY","Hell Yeah","Montgomery Gentry","Something To Be Proud Of: Best Of 1999-2005","1","5","290653","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0lKsSpY9PpHFcg7bb37U7G","Up!","Shania Twain","Up! (Red and Green Versions)","2","1","172906","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1jzIsuB0G2QY4DVvDN2Z4p","There's More To Me Than You","Jessica Andrews","Now","1","1","226133","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6i3IYTQXCD1k9Dn6cwj6oR","Red Ragtop","Tim McGraw","Greatest Hits, Vol. 2","1","14","284666","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2BDBArIlkOo2ZRqwzp8nvl","Live Like You Were Dying","Tim McGraw","Live Like You Were Dying","1","5","298866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1nCSr7oGeUv7sUEoYuAJFF","Remember When","Alan Jackson","34 Number Ones","1","34","271280","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0lZxd99ZIjA0zUdQAY3FXr","You'll Think Of Me","Keith Urban","Greatest Hits - 18 Kids","1","12","231293","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5vLonpxn4VN0A8GtQOBSG0","When the Sun Goes Down","Kenny Chesney, Uncle Kracker","When The Sun Goes Down","1","3","290560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:15cGdiAHmezm0P04jVAjMo","Letters From Home","John Michael Montgomery","Letters From Home","1","2","267533","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4fgdzcFa1xSkkxpJvyyHuc","American Soldier","Toby Keith","Toby Keith 35 Biggest Hits","2","8","262400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5VNEcGldvgs5Gk2fdU1O0N","Mayberry - Remastered Version","Rascal Flatts","Greatest Hits Volume 1","1","5","273026","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Sara+Evans:Greatest+Hits:Suds+In+The+Bucket:227","Suds In The Bucket","Sara Evans","Greatest Hits","0","0","227000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3WsBO0Mu56HqsASZT9cxnM","Watch The Wind Blow By","Tim McGraw","Number One Hits","1","10","276400","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2jwaErbghhcia4JqUYWz3g","Days Go By","Keith Urban","Be Here","1","1","224666","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5pQtfVIaQvINzl0XIGKNrC","Redneck Woman","Gretchen Wilson","Greatest Hits","1","1","215920","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0tuEEuDijBNJxcLSIrMNsU","Sweet Southern Comfort","Buddy Jewell","Buddy Jewell","1","3","212906","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7zywdG4ysfC5XNBzjQAo2o","If You Ever Stop Loving Me","Montgomery Gentry","You Do Your Thing","1","3","202760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:57I7CUbXo4XlWuTVB8pXW6","I Go Back","Kenny Chesney","When The Sun Goes Down","1","2","243666","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7nJrhBDkUSHASFzopvgygk","Little Moments","Brad Paisley","Hits Alive","1","5","221066","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2rUrj6wWaz0K2bYZdZVPQq","Somebody","Reba McEntire","Room To Breathe","1","11","230906","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Sara+Evans:Greatest+Hits:Perfect:241","Perfect","Sara Evans","Greatest Hits","0","0","241000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4BXkf6yww23Vdju7E1fUrn","Whiskey Lullaby","Brad Paisley, Alison Krauss","Hits Alive","1","12","259453","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:George+Strait:50+Number+Ones+%5BDisc+1%5D:I+Hate+Everything:235","I Hate Everything","George Strait","50 Number Ones [Disc 1]","0","0","235000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
