ï»¿ï»¿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
spotify:track:3yvZ1VUso9Xi7EvIyLaj4o,Royals,Lorde,Pure Heroine,1,3,190185,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,Avicii,TRUE,1,1,247426,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:09TcIuH1ZO7i4vicWKoaN2,Papaoutai,Stromae,racine carrÃ©e,1,2,232146,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4w47YE9rjhmZUdtZjSCb82,J'me tire,MaÃ®tre Gims,Subliminal La Face CachÃ©e,1,3,249866,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1KqlVt63Q4bl1VdSlymr5C,Riptide,Vance Joy,Riptide,1,1,204280,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0sooJd5WbNnnz5k6yO7FIQ,Pompeii,Bastille,All This Bad Blood,1,1,214147,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4DMPn1rEujpIJIvjy9HKV8,Scream & Shout,"will.i.am, Britney Spears",#willpower (Deluxe),1,4,283400,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0XzkemXSiXJa7VgDFPfU4S,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",Blurred Lines,1,1,263053,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2ThdB23G9Rgf1ExndFGEEg,Tap Out,The Strokes,Comedown Machine,1,1,222360,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6OkSbOk5ajxGAEtFM751C4,Up In The Air,Thirty Seconds To Mars,LOVE LUST FAITH + DREAMS,1,3,275786,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6C5eKXBl50VX9yG8Uh46Fm,Love Song,Vanessa Paradis,Love Songs,1,2,211333,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3AUz2xcMnn1CDLDtFRCPeV,My Head Is A Jungle - Radio Edit (Bonustrack),"Wankelmut, Emma Louise",Vs Head Vs Heart,1,12,214520,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1VbhR6D6zUoSTBzvnRonXO,I'm Not The Only One,Sam Smith,In The Lonely Hour (Deluxe Edition),1,5,239316,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4wQ8cM5towhQKEOt5G9u0j,Freaks - Radio Edit,"Timmy Trumpet, Savage",Freaks,1,1,168750,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0BF6mdNROWgYo3O3mNGrBc,Lean On (feat. MÃ˜ & DJ Snake),"Major Lazer, MÃ˜, DJ Snake",Lean On (feat. MÃ˜ & DJ Snake),1,1,176561,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3PnOOmkxruDDAiMYZZTgO7,Goodbye (feat. Lyse) - Radio Edit,"Feder, Lyse",Goodbye (feat. Lyse) [Radio Edit],1,1,201938,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1y7imUBoYqKqpF55F0CvXt,Two Tides of Ice,The Van Jets,Two Tides of Ice,1,1,198600,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6VBieSMYmnkIduncbEj2eQ,Koning Liefde,Tourist LeMC,En Route,1,7,201589,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3X38ErFiKgzUxinBlhwuWm,Can't Feel My Face,The Weeknd,Canâ€™t Feel My Face,1,1,215612,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6RB9YvNyP0RZfCUcMtZELH,Freedom,Pharrell Williams,Freedom,1,1,162466,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,Everything Is 4,1,1,207719,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1Gzv0cMy3xm7sgN5gd7WkU,Sun Is Shining,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",Sun Is Shining,1,1,255066,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4SNtBMJa7Wpk1tJzMSUv9B,King,Years & Years,Communion (Deluxe),1,8,215360,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:78Ao7RI6XcqQLVA4UaFv8d,El Mismo Sol - Radio Edit,Alvaro Soler,El Mismo Sol (Radio Edit),1,1,180613,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5nO0mXPntDIOsNM5CwDVAV,Easy Love - Original Mix,Sigala,Easy Love,1,1,227709,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4oyWrvyORD6uCSYCLSRF6W,Powerful (feat. Ellie Goulding & Tarrus Riley),"Major Lazer, Ellie Goulding, Tarrus Riley",Peace Is The Mission,1,5,206327,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3hAtRglvQBjmRxWvuPbSvM,Prayer In C (Robin Schulz Radio Edit),"Lilly Wood and The Prick, Robin Schulz",Prayer In C (Robin Schulz Radio Edit) - Single,1,1,190243,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0TVV2gFROJaB3kIZyCUvIY,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",New Eyes,1,4,227833,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7GJClzimvMSghjcrKxuf1M,Budapest,George Ezra,Wanted On Voyage,1,2,200720,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3hrpFvnEa3Wh9mfdWooh0w,Fade Out Lines - The Avener Rework,The Avener & Phoebe Killdeer,Fade Out Lines,1,1,276000,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1W1E807HjrMFYSpBysrgHp,West Coast,Lana Del Rey,Ultraviolence,1,5,256760,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:015IsLQFXbEm0f541N2qoX,Red Lights,TiÃ«sto,A Town Called Paradise,1,1,262200,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3bNxaDD8VTJTZvHQPuXSWQ,Stay High - Habits Remix,"Tove Lo, Hippie Sabotage",Truth Serum,1,6,258386,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:23khhseCLQqVMCIT1WMAns,Magic,Coldplay,Ghost Stories,1,2,285014,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0S5EEpFAHcT7cm5XOASc29,Love Never Felt so Good,Michael Jackson,XSCAPE,1,1,235400,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2DFi8rwHcVkTTgu7PULhtI,My Type,Saint Motel,My Type,1,1,206393,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4g7LqhLxf7SNH0bWeRNjmh,Alone,Selah Sue,Alone,1,1,206281,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:13qqdlSeF8FcxsRyapDMZ0,Changes,"Faul & Wad Ad, Pnau",Changes,1,1,345173,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3JA9Jsuxr4xgHXEawAdCp4,Just Canâ€™t Get Enough,The Black Eyed Peas,The Beginning,1,11,219426,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0JNdS1n0ifOP25XvhwAMgM,The Edge Of Glory,Lady Gaga,Born This Way,1,14,320586,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5zpDHEU12zATwLGvozxPw2,Lighters,"Bad Meets Evil, Bruno Mars",Hell: The Sequel (Deluxe),1,7,303813,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:39XNWKuuBZK0oaV5YmD2dF,Moment 4 Life,"Nicki Minaj, Drake",Pink Friday,1,7,279306,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:12rVL9zxkLUrInr6sg8gwX,Airplanes (feat. Hayley Williams),"B.o.B, Hayley Williams",B.o.B Presents: The Adventures of Bobby Ray,1,4,179800,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4pvLiHkcQ3CSNFKT7HGSGM,Rude Boy,Rihanna,Rated R,1,8,222986,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3XcCfweqtfMbZNbM7Mq0gg,Hard,"Rihanna, Jeezy",Rated R,1,3,250600,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5st5644IlBmKiiRE73UsoZ,Fuck You,Lily Allen,"It's Not Me, It's You",1,8,219893,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6mghCOaaSvrke0z1EUVUIf,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",1,2,216773,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3yE6d0OYxmPWlktYt9aVaA,We Are Golden,MIKA,We Are Golden,1,1,237212,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0wruS6JEQCGeYrvsCIdG0Z,Right Round - feat. Ke$ha,"Flo Rida, Kesha",Right Round (International [Featuring Ke$ha]),1,1,202680,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0nDqJMKcSTtYlGK6OQ3sLC,Kiss Me Thru The Phone,"Soulja Boy, Sammie",Kiss Me Thru The Phone,1,1,194306,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0lpstj9UL93vkYycP07ehZ,Day 'N' Nite - Original,Kid Cudi,Man On The Moon: The End Of Day,1,7,221240,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5ReRX3klPvCNYtm6Bd1C1K,So What,P!nk,Greatest Hits...So Far!!!,1,12,214506,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3LySNPf6PRGhOVWJdZutow,Crack A Bottle,"Eminem, Dr. Dre, 50 Cent",Relapse,1,18,297520,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0JEqGkvUiMTQmFY6sgL9kg,No One,Alicia Keys,As I Am,1,4,253813,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6ucR4KfvsBFWCMVFDvyKKl,Apologize,"Timbaland, OneRepublic",Shock Value,1,16,184400,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,1,3,267080,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1wva1IlWLDNLgwipUWcmjy,Sensual Seduction,Snoop Dogg,Sensual Seduction,1,1,245520,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:32rHadAy6b8xYgSq22C0r8,All Summer Long,Kid Rock,Rock N Roll Jesus,1,3,297586,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5i66xrvSh1MjjyDd6zcwgj,Umbrella,"Rihanna, JAY Z",Good Girl Gone Bad,1,1,275986,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2SJfqDmcdQ0oteIPqtepwz,The Way I Are,"Timbaland, Keri Hilson, D.O.E",R&B Club (International Version),1,1,180546,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2ZywWclH5KN0I1LveBqOvs,Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",Shock Value (UK Version),1,2,234080,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5mGcKjjsEwGUlrwurBWJx5,Summer Love,Justin Timberlake,FutureSex/LoveSounds,1,9,252973,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:49YeEoXjdJBaVOjghMPEdR,Check On It,"BeyoncÃ©, Slim Thug",#1's,1,5,210426,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6SPD3JwwRejBhCDiQAQ4he,Run It!,"Chris Brown, Juelz Santana",Chris Brown,1,2,229866,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1OFfN6ZiJdDAnSycMIpLwt,Dani California,Red Hot Chili Peppers,Stadium Arcadium,1,1,282160,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7huo2wvrCgRucUsjdSDLQV,Ain't No Other Man,Christina Aguilera,Back To Basics,1,4,228906,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6YB6CK4Tsb0BgtxCEL9KlI,Give It Up To Me,Sean Paul,The Trinity,1,7,242253,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5eQoNnXQJKsLt1KkEb0abO,Black Horse and the Cherry Tree - Radio Version,KT Tunstall,Black Horse And The Cherry Tree,1,1,174400,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5eLovQzx9cm6RkQq388JyN,Smack That - Dirty,"Akon, Eminem",Konvicted (Deluxe),1,3,212360,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6EEeAog1VBZ6FrYpJ2q3WF,"Too Little, Too Late",JoJo,The High Road,1,3,221720,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4kOTDj4SiZPkW1p96WMDNv,We Be Burnin' (Recognize It),Sean Paul,The Trinity,1,3,213066,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5TXNLJ2EENAt3Tf9MX4kT2,Beep,"The Pussycat Dolls, will.i.am",PCD,1,2,229360,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:70VjMtwhm3Q2HBQeJnPfmh,Hung Up,Madonna,Celebration (double disc version),1,1,336880,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2mGFZPUsk6e8Zjd61jaXdI,Hollaback Girl,Gwen Stefani,Let's Get It Started,1,3,200080,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6GC6lcKgjCdsdIz5OiCUw5,Pon de Replay,Rihanna,Music Of The Sun,1,1,246960,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,Weezer,Make Believe,1,1,196093,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4fB1fCSwu5CVRms3BWxkvT,Lonely No More,Rob Thomas,Lonely No More,1,1,226346,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6gQaf0ANLks2uWl2AHhU26,Hate It Or Love It,"The Game, 50 Cent",Hate It Or Love It (International Version),1,1,207440,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3O1kLXCskDrzo9rIYweSVA,Switch,Will Smith,Ultimate R&B (International Version),2,11,196600,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7cLb7IWBeclFiXI8GqYNUi,Caught Up,Usher,Confessions,1,7,224640,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0d28khcov6AiegSCpG5TuT,Feel Good Inc,Gorillaz,Demon Days,1,6,222640,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3zdDxhDo5SycC7XSAPfdjv,Get It Poppin' (feat. Nelly) - Radio Version,"Fat Joe, Nelly",Get It Poppin' (feat. Nelly) [Radio Version],1,1,211320,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3b2LfOlaPGwCkJpk4ZTplU,My Boo - Main,Usher & Alicia Keys,My Boo / Confessions Part II,1,1,224120,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7clUVcSOtkNWa58Gw5RfD4,Speed Of Sound,Coldplay,X & Y,1,7,287906,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0S5eBnwtkuFB0TQTlVqW6C,La Tortura,"Shakira, Alejandro Sanz",Fijacion Oral,1,3,212893,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6ZyNjT2hYvfV5PuW84dp1E,1 Thing,Amerie,Playlist: The Very Best Of Amerie,1,3,238746,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:02iimT2BIX1psZjJHIldd4,Get Right,Jennifer Lopez,Sexy R&B,1,19,225520,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2n4uOdMHzEvcZ0KP7iQnay,Lose My Breath,Destiny's Child,Destiny Fulfilled,1,1,242013,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0NdGw6EieDYg2URPjxp3Od,We Be Burnin' - Legalize It,Sean Paul,"We Be Burnin' (Intl 2 Track slimline/Cardboard Sleeve/7)""",1,2,207960,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6pttm4dCF7dEe20oY5vuvF,Burn - Confession Special Edition Version,Usher,Confessions,1,6,231933,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,1,6,228706,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4PkJ7c9y1CwpuVOiJODnCZ,Someday,Nickelback,The Long Road,1,3,207466,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0CPLnPUUHh44vAzDSM5ZlR,Naughty Girl,BeyoncÃ©,Dangerously In Love,1,2,208600,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0curgC4npz47AK6LVcYA8e,P.I.M.P.,50 Cent,Hip Hop: The Collection 2008 [(Double) International Version],2,19,249666,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:03ZxYvuONAoWaTloRXdpP8,Ignition - Remix,R. Kelly,R&B Gold Essentials,2,13,183466,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5qTvkDrSfvwDv6RBjjcfQr,Get Busy,Sean Paul,Dutty Rock,1,5,211666,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0NbHRMx0eQCCJ9nqGCzuVw,Rock Your Body,Justin Timberlake,50 Summer Hits,1,22,267266,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4675yUu8AUbE72T94BkLCD,"Beautiful - Feat. Pharrell, Uncle Charlie Wilson",Snoop Dogg,The Best Of Snoop Dogg,1,1,299146,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5StXroDq4Wq4Om8E8g3htD,Lady Marmalade,"Christina Aguilera, Lil' Kim, MÃ_a, Pink",Moulin Rouge (Sountrack from the Motion Picture),1,2,264906,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2t0NfhRIiib6zlCw2XlHoq,All Star,Smash Mouth,Shrek (Music From The Original Motion Picture),1,9,200066,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7G7D6BhCeOgAHDpkz5p9BG,Teenage Dirtbag,Wheatus,101 00s Hits,1,11,244200,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4pHWWQv0k7Ze4z0czwo9S6,A Thousand Miles,Vanessa Carlton,Girls And Guitars,1,3,238000,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2uvMOky5a7EgF7m64wEPL4,It Wasn't Me,"Shaggy, Ricardo Ducent",20 #1's: Modern Hip-Hop,1,19,227572,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6t6rudGjkLftasgUiSGcPN,A Thousand Miles - Single Version,Vanessa Carlton,A Thousand Miles (Enhanced),1,1,237920,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5pBvNeOAJ54zgd5lEOmM3b,Without Me,Eminem,Curtain Call (Deluxe),1,9,291213,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:779ooI3rBd0CLqCiiJmtVo,Hero (feat. Josey Scott),"Chad Kroeger, Josey Scott",Hero (feat. Josey Scott),1,1,200480,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0RJWhctsc1G1Hg3Ov2th7x,"Whenever, Wherever",Shakira,Servicio De Lavanderia,1,12,197026,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3YVJju1dVl2JHSrU1sVBqJ,I'm Gonna Be Alright,"Jennifer Lopez, Cory Rooney, Poke and Tone",J To Tha L-O! The Remixes (Explicit Version),1,3,200186,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0KT6DLAELYSbgfUemzwGPX,Heaven (featuring Do),"DJ Sammy, D/O",Heaven,1,2,235000,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7F1BUnd7mjogQZHZ2FcME1,Soak Up The Sun,Sheryl Crow,Sheryl Crow - Hits & Rarities (International Version),1,3,291413,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0aWVhnjyPm8xxBqNBCsHHw,Don't Let Me Get Me - Radio Edit,P!nk,Greatest Hits...So Far!!!,1,4,211480,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:751gBcu62kORDelX7FV0mM,Thank You,Dido,No Angel,1,6,217826,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:20sdO4xL03PJrBGiieiDNk,Love Don't Cost a Thing,Jennifer Lopez,J.Lo,1,1,221226,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:23rc0FT9mCa12LjYSeDXlW,Drops of Jupiter,Train,Drops Of Jupiter,1,3,259933,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4GFJRLgxy4chyfWqfPTJaI,It Wasn't Me,"Shaggy, Ricardo Ducent",Hot Shot,1,10,227600,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1VuBmEauSZywQVtqbxNqka,Beautiful Day,U2,All That You Can't Leave Behind,1,1,248066,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4FeiRHc70lZuOslNE5iYbp,Play,Jennifer Lopez,J.Lo,1,3,211493,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,Alien Ant Farm,Anthology,1,12,209266,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3KoUTYSRCUgleIybRyoC8C,Roma - Bangkok,"Baby K, Giusy Ferreri",Kiss Kiss Bang Bang,1,3,174666,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6X0NB7WEgWQUO5Ekcnm3c6,Maria Salvador,"J-AX, Il Cile",Il bello d'esser brutti,1,15,223053,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2lCT4RVgR0bIYR0JW7Mcqx,# fuori c'Ã¨ il sole,Lorenzo Fragola,1995,1,7,192720,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:52DWZhGa49WzpSSy62rHpa,L'Estate Addosso,Jovanotti,Lorenzo 2015 CC.,1,7,234786,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1DihsSBztAD6qJ5TTEE90F,Senza fare sul serio,Malika Ayane,Naif,1,2,214000,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2vAzyP21f777MdZNcyt6yt,L'amore eternit,"Fedez, Noemi",Pop-hoolista,1,15,258880,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7LSBkEm5LQSkhe6yqqqBPs,Buon Viaggio (Share The Love),Cesare Cremonini,PiÃ_ Che Logico,1,23,207266,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3DmjHN1btW4dRtgwm7FdO2,Magnifico,"Fedez, Francesca Michielin",Pop-hoolista,1,8,203746,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1E646EbKhR5pVWZGswXta8,Siamo uguali,Lorenzo Fragola,1995,1,3,250053,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:7a6GeFdPlbQtd7BwVlZ52k,Ginza,J Balvin,Ginza,1,1,170186,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:1DrDfpOx4P4LMxFhtOmeyD,Fanatica Sensual,Plan B,Love and Sex,1,4,240200,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4g3Ax56IslQkI6XVfYKVc5,The Less I Know The Better,Tame Impala,Currents,1,7,216318,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6UHn5UWGlvbbmUfczWSmDX,Wildest Dreams,Taolo,Wildest Dreams (Taylor Swift Covers),1,1,231845,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6DeNAMtZlO3Pnial2Kk1Zi,If i got locked away (Tribute to R. City and Adam Levine),Pure Hitstars,If i got locked away (Tribute to R. City and Adam Levine),1,1,226103,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:72fvubBK3XmNBffjubBYI0,De Troubadours,"Tourist LeMC, Flip Kowlier",En Route,1,4,242977,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:71Z03Q1F7P0hz6mxv7qOmS,Est-ce que tu m'aimes ? - Pilule Bleue,MaÃ®tre Gims,Est-ce que tu m'aimes ?,1,1,236333,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0YJUDRuTNV43ufHdd43eFi,Shine,Years & Years,Shine,1,1,254395,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:01wuIn1TP5FCvYyqBTdsGC,Not Letting Go (feat. Jess Glynne),"Tinie Tempah, Jess Glynne",Not Letting Go (feat. Jess Glynne),1,1,228961,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2reWUuo7UbJxTTviayv43T,quand c'est ?,Stromae,racine carrÃ©e,1,10,180533,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0fy2CTkWBHhJJFeW4faPfe,I Won't Go For More,Selah Sue,Reason,1,2,258839,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:3PTJA8Fp8kzepP7Qk3Wkt6,Ti ho voluto bene veramente,Marco Mengoni,Ti ho voluto bene veramente,1,1,169582,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2qds5kVhYxw1lvnMJcCk8j,21 grammi,Fedez,Pop-Hoolista Cosodipinto Edition,1,21,222000,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:2yf5WfDf6k3t9mubbekgVe,Luca lo stesso,Luca Carboni,Pop-Up,1,1,211160,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:053trmldheiFgDGCGgZ4WW,La Vita Com'Ã¨,Max GazzÃ©,Maximilian,1,4,233204,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:6ompGErYS59VXTd9w4fWvz,PÃ©gate,Ylenia,PÃ©gate,1,1,194861,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:00i0O74dXdaKKdCrqHnfXm,La Mordidita,"Ricky Martin, Yotuel",A Quien Quiera Escuchar (Deluxe Edition),1,6,211680,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0Pq0pa6k5m7D3mUG1nFQwi,Bad Blood,Ryan Adams,1989,1,8,235120,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4MFCXniy7I8tj0GXtf3wgC,Adventure Of A Lifetime,Coldplay,Adventure Of A Lifetime,1,1,263786,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:0ZogPPD0uFaPXVhlZJOtSK,Picky,Joey Montana,Picky,1,1,180639,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:068LmtzI6xJJDPfPnMje0U,Let It Happen,Tame Impala,Currents,1,1,467585,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:47W8cXL6JXzn9WJojjAtId,I Hate U I Love U (feat. Olivia O'Brien),"gnash, Olivia O'Brien",I Hate U I Love U (feat. Olivia O'Brien),1,1,226956,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4PsohxvstXN2aaYCNQrCvm,Horizon,"Tourist LeMC, Spiritually Wally",En Route,1,11,213339,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4GylZDT7adqIfVoPHyFb5X,Speeding Cars,Walking On Cars,Everything This Way,1,5,242092,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:5jlsg7onynIipVy5krMaRZ,Hair,"Little Mix, Sean Paul",Hair,1,1,233826,spotify:user:androike90,2016-09-12T14:57:58Z
spotify:track:4AOpEhqA7zHxQjkHmRrAp7,This Girl - Kungs Vs. Cookin' On 3 Burners,"Kungs, Cookin' On 3 Burners",This Girl (Kungs Vs. Cookin' On 3 Burners),1,1,195561,spotify:user:androike90,2016-09-12T14:57:58Z
